 1, 1,0,, 5,今から操作説明を始めます。\n初めに基本的な動作から試しましょう。
 0,,1, 108, 5,移動からやっていきましょう。\n左スティックを動かすことで移動できます。\n自由に動いてみてください。
 1, 3,0,, 5,OK！次はダッシュをしてみましょう。
 0,,1, 109, 5,移動をしながらXボタンを押すとダッシュすることが出来きます。自由に動いてみてください。
 1, 5,0,, 5,OK！次はジャンプをしてみましょう。
 0,,1, 110, 5,Aボタンを押すことでジャンプすることが出来きます。実際にやってみてください。
 1, 7,0,, 5,OK！これで基本的な動作は完了です。次はTHE GATEならではの動作を試しましょう。
 1, 8,1, 111, 5,LT、RTを押すことによってゲートをセット可能な弾を撃つことが出来ます。
 1, 9,1, 112, 5,ゲートをセットすることが出来る場所は灰色の壁・床・天井にのみセットすることが出来ます。それ以外の場所にはセットすることが出来ません。※一部灰色でも設置不可な場所があります。
 1, 10,1, 113, 5,また、ゲートはステージによって使用できる数が変わってきます。真ん中のサイト周りの色が１色なら１種類のゲートを、２色なら２種類のゲートを使うことが出来ます。
 0,,1, 111, 5,このチュートリアルでは２種類のゲートを使うことが出来るので実際に撃ってみましょう。
 1, 12,0,, 5,OK！それでは実際にゲートをくぐって上の場所まで登ってみましょう。
 0,,0,, 5,一つを正面の壁に、もう一つを上にある壁に撃って矢印の場所まで移動してください。
 1, 14,0,, 5,OK！これでゲートの基本的な使用方法は完了です。
 0,,0,, 5,奥の部屋に移動して次のチュートリアルへ移りましょう。
 1, 16,0,, 5,続いて「ギミック:ボタン」のチュートリアルを開始します。
 0,,0,, 5,初めにボタンの上に乗ってみましょう。矢印のある場所まで移動してください。
